id,text,created_at,likes,retweets,replies
205,"No one wants another AI tool.
They want a superpower.",2025-04-17 17:50:45,0,0,0
206,"This era rewards weird.
Use that to your advantage.",2025-04-18 17:50:45,0,0,0
207,Build something your group chat would *actually* use.,2025-04-19 17:50:45,0,0,0
208,"You don’t need to go viral.
You need to resonate.",2025-04-20 17:50:45,0,0,0
209,"I’d rather have 1 user who *loves* it
Than 100 who kinda like it.",2025-04-21 17:50:45,0,0,0
210,"The best products don’t feel like products.
They feel like magic.",2025-04-22 17:50:45,0,0,0
211,Indie hacking is just punk rock for tech nerds.,2025-04-23 17:50:45,0,0,0
212,Founders: your *vibe* is your moat.,2025-04-24 17:50:45,0,0,0
213,"It’s not about building fast.
It’s about building with taste.",2025-04-25 17:50:45,0,0,0
214,"99% of ideas are bad.
But the 1%? They’re world-changing.",2025-04-26 17:50:45,0,0,0
215,"Forget “users.”
Think fans. Think tribe.",2025-04-27 17:50:45,0,0,0
216,"Building alone is cool.
Building in community is cooler.",2025-04-28 17:50:45,0,0,0
217,"Boring market. Strange take.
That’s the recipe.",2025-04-29 17:50:45,0,0,0
218,"AI won't replace you.
But someone *using* AI will.",2025-04-30 17:50:45,0,0,0
219,"The next big thing won't feel big at first.
It'll feel niche, weird, and too early.
That's your signal.",2025-05-01 17:50:45,0,0,0
220,"Gen Z doesn’t want features.
They want a *feeling*.",2025-05-02 17:50:45,0,0,0
221,"Most startups are chasing trends.
The best ones *start* them.",2025-05-03 17:50:45,0,0,0
222,"If your startup pitch sounds like everyone else's, you already lost.",2025-05-04 17:50:45,0,0,0
223,"The new startup stack:
– Midjourney
– ChatGPT
– Gumroad
– Twitter
– Vibes",2025-05-05 17:50:45,0,0,0
224,Aesthetic is a growth hack.,2025-05-06 17:50:45,0,0,0
225,"Build for the future.
But speak the language of now.",2025-05-07 17:50:45,0,0,0
226,"Less MVP, more MAP (Minimal *Aesthetic* Product).",2025-05-08 17:50:45,0,0,0
227,"Your SaaS is boring.
Add a personality.",2025-05-09 17:50:45,0,0,0
228,You don’t need VC to build something meaningful.,2025-05-10 17:50:45,0,0,0
229,"Everyone is looking for the next big thing.
But no one wants to start small.",2025-05-11 17:50:45,0,0,0
230,The best startup names feel like bands.,2025-05-12 17:50:45,0,0,0
231,"If it doesn’t spark a DM, it won’t spark growth.",2025-05-13 17:50:45,0,0,0
232,Indie founders are just the new rockstars.,2025-05-14 17:50:45,0,0,0
233,"Niche down.
Then *double down*.",2025-05-15 17:50:45,0,0,0
234,"Most people don’t fail because of bad ideas.
They fail because they quit too soon.",2025-05-16 17:50:45,0,0,0
235,"SaaS is good.
SaaS with soul is great.",2025-05-17 17:50:45,0,0,0
236,Great design is customer love at first sight.,2025-05-18 17:50:45,0,0,0
237,"Want virality?
Say something real.",2025-05-19 17:50:45,0,0,0
238,"Startup cheat code:
Build a product people brag about using.",2025-05-20 17:50:45,0,0,0
239,"Building a startup?
Start with your obsession.",2025-05-21 17:50:45,0,0,0
240,Every great product starts as a dumb idea in a DM.,2025-05-22 17:50:45,0,0,0
241,"In 2025, *taste* is the moat.",2025-05-23 17:50:45,0,0,0
242,"The best advice I can give new founders:
Make something *you* would pay for.",2025-05-24 17:50:45,0,0,0
243,"No one talks about the emotional rollercoaster of indie hacking.
But it’s real. And it’s worth it.",2025-05-25 17:50:45,0,0,0
244,Build something *weirdly useful*.,2025-05-26 17:50:45,0,0,0
245,Today’s MVP is tomorrow’s lifestyle brand.,2025-05-27 17:50:45,0,0,0
246,"Raise when you don’t need to.
Launch before you think you're ready.",2025-05-28 17:50:45,0,0,0
247,"You're not building a product.
You're building a *signal*.",2025-05-29 17:50:45,0,0,0
248,"The real flex?
$10K MRR with zero employees.",2025-05-30 17:50:45,0,0,0
249,"Great founders:
– Ask dumb questions
– Take big bets
– Ship relentlessly",2025-05-31 17:50:45,0,0,0
250,The “sleep in your car” energy hits different when your app hits #1 on Product Hunt.,2025-06-01 17:50:45,0,0,0
251,"Ditch the pitch deck.
Show me a meme that explains your startup.",2025-06-02 17:50:45,0,0,0
252,The best startup founders are just pattern interrupters.,2025-06-03 17:50:45,0,0,0
253,"Want to stand out?
Say what no one else is saying.",2025-06-04 17:50:45,0,0,0
254,"The startup journey:
– Curiosity
– Obsession
– Delusion
– Exit",2025-06-05 17:50:45,0,0,0
255,"You don't need a cofounder.
You need a *creative partner*.",2025-06-06 17:50:45,0,0,0
256,Your product should feel like a *meme with utility*.,2025-06-07 17:50:45,0,0,0
257,Startup success = Vision × Vibes × Velocity,2025-06-08 17:50:45,0,0,0
258,The best founders are just good at *not quitting*.,2025-06-09 17:50:45,0,0,0
259,Taste is the new technical skill.,2025-06-10 17:50:45,0,0,0
260,"VCs are out here chasing graphs.
You should be chasing *grit*.",2025-06-11 17:50:45,0,0,0
261,"Start with an insight.
Build with love.
Scale with weirdos.",2025-06-12 17:50:45,0,0,0
262,"If it doesn't make you laugh a little, you're playing it too safe.",2025-06-13 17:50:45,0,0,0
263,Your Notion doc has more startup ideas than the entire S&P 500.,2025-06-14 17:50:45,0,0,0
264,ChatGPT is your cofounder now.,2025-06-15 17:50:45,0,0,0
265,Obsession is underrated.,2025-06-16 17:50:45,0,0,0
266,The best marketing is a tweet that makes you *feel* something.,2025-06-17 17:50:45,0,0,0
267,"Everyone's shipping tools.
Ship dreams.",2025-06-18 17:50:45,0,0,0
268,"Build like it’s 2011 Tumblr.
Weird. Beautiful. Addictive.",2025-06-19 17:50:45,0,0,0
269,"AI is just the beginning.
Culture is the multiplier.",2025-06-20 17:50:45,0,0,0
270,"Don’t build for Tech Twitter.
Build for your 3AM self.",2025-06-21 17:50:45,0,0,0
271,"Startups aren't dead.
They're just getting interesting again.",2025-06-22 17:50:45,0,0,0
272,"You don’t need a playbook.
You need a point of view.",2025-06-23 17:50:45,0,0,0
273,"In a world of clones, originality wins.",2025-06-24 17:50:45,0,0,0
274,"Forget scale.
Focus on *spark*.",2025-06-25 17:50:45,0,0,0
275,The best founders make noise before they make money.,2025-06-26 17:50:45,0,0,0
276,"Most startup advice is mid.
Trust your taste.",2025-06-27 17:50:45,0,0,0
277,Build something someone *can't shut up about*.,2025-06-28 17:50:45,0,0,0
278,Make your startup feel like a secret club.,2025-06-29 17:50:45,0,0,0
279,"SaaS is great.
SaaS + community = magic.",2025-06-30 17:50:45,0,0,0
280,"Want to raise?
First, raise *eyebrows*.",2025-07-01 17:50:45,0,0,0
281,"Build like an artist.
Sell like a hustler.",2025-07-02 17:50:45,0,0,0
282,Most people want to raise money before proving anything. The best founders? They build something people beg to pay for. Then investors chase *them*.,2025-07-03 17:50:45,0,0,0
283,"Everyone's copying YC's playbook. But YC’s edge wasn’t the playbook. It was Paul Graham's essays, the cult-like early belief, and a room full of weirdos shipping magic. Write your *own* playbook.",2025-07-04 17:50:45,0,0,0
284,Don’t build another tool. Build a worldview. Give people something to believe in. Startups with soul win in the long run.,2025-07-05 17:50:45,0,0,0
285,Your product shouldn't need a 20-minute demo. It should click in 5 seconds. Then feel like cheating.,2025-07-06 17:50:45,0,0,0
286,"Every founder should: 
– Spend 1 week doing sales 
– Spend 1 week writing content 
– Spend 1 week talking to customers 

You don’t need an MBA. You need proximity.",2025-07-07 17:50:45,0,0,0
287,Your startup doesn't need to look serious. It needs to look *delicious*. Good design = love at first click.,2025-07-08 17:50:45,0,0,0
288,Founders who play the 2-year game burn out. Founders who play the 20-year game? They build empires.,2025-07-09 17:50:45,0,0,0
281,Stop overthinking your launch. Tweet. Ship. Repeat. Most people never start. That’s your unfair advantage.,2025-07-10 17:50:45,0,0,0
282,Startups that win in 2025 will feel more like brands than products. A mood. A vibe. A lifestyle. The tech is just the backend.,2025-07-11 17:50:45,0,0,0
283,"If you're not embarrassed by your first launch, you're playing it too safe. Your first 100 users don’t need perfect. They need momentum.",2025-07-12 17:50:45,0,0,0
284,Why are we still obsessed with hiring 20-person teams? I’ve seen 2-person teams do what 100 can’t. Small is the new scale.,2025-07-13 17:50:45,0,0,0
285,Your best marketing channel? A screenshot that makes someone stop scrolling.,2025-07-14 17:50:45,0,0,0
286,Great products: – Solve pain – Spark joy – Invite people to belong The rest is noise.,2025-07-15 17:50:45,0,0,0
287,3 underrated founder skills: – Writing clearly – Designing beautifully – Saying no aggressively,2025-07-16 17:50:45,0,0,0
288,People follow people. Not features. Make your startup feel like a person they want to hang with.,2025-07-17 17:50:45,0,0,0
281,"Every breakout product starts as a weird niche. If it feels too small, you might be onto something.",2025-07-18 17:50:45,0,0,0
282,Stop building to impress VCs. Build to impress your weird little internet corner. That’s where the magic is.,2025-07-19 17:50:45,0,0,0
283,"A lot of founders fail because they think “taste” can be outsourced. It can’t. Either you’ve got it, or you build it.",2025-07-20 17:50:45,0,0,0
284,Your early users aren’t customers. They’re cofounders in disguise.,2025-07-21 17:50:45,0,0,0
285,"Most people chase distribution. But if your product is unforgettable, it *becomes* distribution.",2025-07-22 17:50:45,0,0,0
286,Everyone wants to build the next big thing. But the next big thing always starts as a joke. Lean into that.,2025-07-23 17:50:45,0,0,0
287,"Your app doesn’t need to do more. It needs to do *less*, better.",2025-07-24 17:50:45,0,0,0
288,"The founder advantage in 2025: You don’t need a team. You need taste, AI, and relentless shipping.",2025-07-25 17:50:45,0,0,0
281,Some people raise $5M to build a product. Others build a product that raises $5M in revenue. Choose wisely.,2025-07-26 17:50:45,0,0,0
282,"Your biggest moat is not code. It’s community, energy, and weirdness.",2025-07-27 17:50:45,0,0,0
283,The most addictive products feel like toys. Play > Utility Delight > Depth,2025-07-28 17:50:45,0,0,0
284,Make a product that makes someone DM their friend: “Yo this is sick.”,2025-07-29 17:50:45,0,0,0
285,Stop trying to sound smart. Sound *real*. Relatable beats robotic every time.,2025-07-30 17:50:45,0,0,0
286,"If your product doesn't have *aesthetic energy*, you're leaving growth on the table.",2025-07-31 17:50:45,0,0,0
287,"You don't need to raise a round. You need to raise curiosity. If people aren't talking about you, you're not ready.",2025-08-01 17:50:45,0,0,0
288,"Don't just build tools. Build toys for adults. Make it feel like a game, even if it’s serious.",2025-08-02 17:50:45,0,0,0
281,You know you're onto something when your product looks dumb to normies and brilliant to 100 people.,2025-08-03 17:50:45,0,0,0
282,"Stop chasing unicorns. Chase cash flow, control, and a calendar you own.",2025-08-04 17:50:45,0,0,0
283,Building in public is not a growth hack. It's a trust hack.,2025-08-05 17:50:45,0,0,0
284,Want to 10x your startup odds? Start building *before* you're ready. Post ugly. Ship early. Learn faster.,2025-08-06 17:50:45,0,0,0
285,"You don’t need a complex onboarding flow. You need a single screen that screams, “Let’s go.”",2025-08-07 17:50:45,0,0,0
286,Founders spend too much time worrying about investors and not enough about culture. Your startup’s vibe is your *real* pitch.,2025-08-08 17:50:45,0,0,0
287,The best startup idea is the one you can’t stop thinking about. Even in the shower. Even in traffic. Even at 3AM.,2025-08-09 17:50:45,0,0,0
288,Indie hacking is therapy for control freaks. You make the rules. You own the wins. You eat what you kill.,2025-08-10 17:50:45,0,0,0
281,Don’t build for everyone. Build for 100 people who feel *seen*.,2025-08-11 17:50:45,0,0,0
282,Stop thinking MVP. Think MAP: Minimum *Aesthetic* Product.,2025-08-12 17:50:45,0,0,0
283,"Most successful startups are just bundles of great taste, speed, and a little chaos.",2025-08-13 17:50:45,0,0,0
284,"Notion, Figma, ChatGPT, Gumroad, Twitter. That’s a billion-dollar stack right there.",2025-08-14 17:50:45,0,0,0
285,What separates good founders from great ones? The great ones *finish*.,2025-08-15 17:50:45,0,0,0
286,"Most startup decks are boring. You know what’s not boring? Screenshots, vibes, and momentum.",2025-08-16 17:50:45,0,0,0
287,Founders think they need a roadmap. What they really need is a *reason*.,2025-08-17 17:50:45,0,0,0
288,Startup hack: Build something your ex would regret not supporting.,2025-08-18 17:50:45,0,0,0
281,Don’t build what people say they want. Build what they *feel* is missing.,2025-08-19 17:50:45,0,0,0
282,You don’t need 10 mentors. You need one person who tells you the truth.,2025-08-20 17:50:45,0,0,0
283,The biggest flex in 2025? Tiny team. Big outcome. Fun along the way.,2025-08-21 17:50:45,0,0,0
284,"If it feels too weird, too niche, too early… you might be *exactly* right.",2025-08-22 17:50:45,0,0,0
285,Startup energy I love: – A little chaotic – Relentlessly curious – Allergic to corporate jargon,2025-08-23 17:50:45,0,0,0
286,Your app should feel like a meme that does something useful.,2025-08-24 17:50:45,0,0,0
287,Want retention? Make people feel something. That’s it.,2025-08-25 17:50:45,0,0,0
288,"Build something that makes people say, “Wait, that’s legal?”",2025-08-26 17:50:45,0,0,0
281,The startup glow-up: – Build – Get ignored – Ship relentlessly – Go viral – Get copied – Smile anyway,2025-08-27 17:50:45,0,0,0
282,AI is the cheat code. But taste is the game.,2025-08-28 17:50:45,0,0,0
283,You can’t outsource your vibe.,2025-08-29 17:50:45,0,0,0
284,There’s no perfect time to launch. Post the link. Learn in public. Adjust in motion.,2025-08-30 17:50:45,0,0,0
285,Too many people are building for the algorithm. Not enough are building for the *people*.,2025-08-31 17:50:45,0,0,0
286,Shipping every week is underrated. Momentum is a moat.,2025-09-01 17:50:45,0,0,0
287,Want virality? Inject energy. Inject surprise. Inject truth.,2025-09-02 17:50:45,0,0,0
288,There’s no playbook for weird. That’s why it works.,2025-09-03 17:50:45,0,0,0
281,Product Hunt is not your launch. Your first user screenshot is.,2025-09-04 17:50:45,0,0,0
282,The best startup story? “It was just a dumb idea that wouldn’t leave me alone.”,2025-09-05 17:50:45,0,0,0
283,Don’t talk about your startup like a business. Talk about it like it’s a revolution.,2025-09-06 17:50:45,0,0,0
284,"I’d rather have 10 obsessed fans than 1,000 bored users.",2025-09-07 17:50:45,0,0,0
285,AI tools are everywhere. But the ones with personality? Those are the ones people remember.,2025-09-08 17:50:45,0,0,0
286,Most founders are scared to ship something ugly. But ugly + fast beats beautiful + never.,2025-09-09 17:50:45,0,0,0
287,Building a product is easy. Building a *feeling* is hard. Do both.,2025-09-10 17:50:45,0,0,0
288,Your homepage isn’t a homepage. It’s a handshake.,2025-09-11 17:50:45,0,0,0
281,Build something your group chat won’t shut up about.,2025-09-12 17:50:45,0,0,0
282,The best growth hack? Build something worth screenshotting.,2025-09-13 17:50:45,0,0,0
283,You’re not building a feature. You’re building an emotion on demand.,2025-09-14 17:50:45,0,0,0
284,Startup secret: Vibes scale faster than code.,2025-09-15 17:50:45,0,0,0
285,The biggest startup killer? Waiting for perfect.,2025-09-16 17:50:45,0,0,0
286,Early adopters love jank. As long as it works *just enough*.,2025-09-17 17:50:45,0,0,0
287,Want to go viral? Be first. Be weird. Be real.,2025-09-18 17:50:45,0,0,0
288,The best founders treat their startup like a mixtape.,2025-09-19 17:50:45,0,0,0
281,Nobody cares about your roadmap. They care about your momentum.,2025-09-20 17:50:45,0,0,0
282,The best MVPs feel like magic and duct tape at the same time.,2025-09-21 17:50:45,0,0,0
283,"If it feels like work, no one will use it twice.",2025-09-22 17:50:45,0,0,0
284,"Be the founder who ships so fast, people think you're a team of 10.",2025-09-23 17:50:45,0,0,0
285,You don’t need product-market fit. You need *vibe-customer* fit.,2025-09-24 17:50:45,0,0,0
286,Build for people who like to share cool things.,2025-09-25 17:50:45,0,0,0
287,Don’t design for conversion. Design for *curiosity*.,2025-09-26 17:50:45,0,0,0
288,Most people build “useful.” Few build “irresistible.”,2025-09-27 17:50:45,0,0,0
281,You don’t need to change the world. Just change *someone’s* world.,2025-09-28 17:50:45,0,0,0
282,Building with AI? Cool. Now make it *fun*.,2025-09-29 17:50:45,0,0,0
283,"Founder tip: If it doesn’t make you smile, it won’t make your users smile either.",2025-09-30 17:50:45,0,0,0
284,Early traction = people using it even when it's broken.,2025-10-01 17:50:45,0,0,0
285,You don’t need another SaaS with 6 tabs. You need one button and a vibe.,2025-10-02 17:50:45,0,0,0
286,Your early users are your marketing team. Make them feel like insiders.,2025-10-03 17:50:45,0,0,0
287,The best startup advice is simple: Keep going.,2025-10-04 17:50:45,0,0,0
288,"In a sea of AI clones, be the product with a *soul*.",2025-10-05 17:50:45,0,0,0
281,You won’t win by doing what everyone else is doing. You’ll win by doing it *your way*.,2025-10-06 17:50:45,0,0,0
282,Stop chasing perfection. Chase momentum.,2025-10-07 17:50:45,0,0,0
283,No one remembers features. They remember how you made them feel.,2025-10-08 17:50:45,0,0,0
284,Build like you’re telling a story. Not like you’re filling a form.,2025-10-09 17:50:45,0,0,0
285,The best founders don’t follow trends. They *bend* them.,2025-10-10 17:50:45,0,0,0
286,AI agents will do to consultants what Netflix did to cable.,2025-10-11 17:50:45,0,0,0
287,"AI is to coders what calculators were to accountants: not a threat, a superpower.",2025-10-12 17:50:45,0,0,0
288,"AI stack for 2025:
- Your brain
- A good API
- 1-click infra
- An audience",2025-10-13 17:50:45,0,0,0
289,Be so good at distribution they can’t ignore you.,2025-10-14 17:50:45,0,0,0
290,Being everywhere used to be cool. Now focus is the new flex.,2025-10-15 17:50:45,0,0,0
291,Being first doesn’t matter anymore. Being fastest does.,2025-10-16 17:50:45,0,0,0
292,Bootstrapping a startup is like gardening. VC-funded growth is like steroids.,2025-10-17 17:50:45,0,0,0
293,Build like no one’s watching. Launch like everyone is.,2025-10-18 17:50:45,0,0,0
294,"Build something great:
1. Start small
2. Stay focused
3. Iterate daily
4. Listen to no one (at first)",2025-10-19 17:50:45,0,0,0
295,"Building in public is like live streaming your boxing match. Scary, but magnetic.",2025-10-20 17:50:45,0,0,0
296,Every startup is a bet. Most people fold too early.,2025-10-21 17:50:45,0,0,0
297,Everyone talks about shipping. Few actually do.,2025-10-22 17:50:45,0,0,0
298,Great builders don’t wait for permission.,2025-10-23 17:50:45,0,0,0
299,"Hobbies that scale:
- Building
- Writing
- Coding
- Investing",2025-10-24 17:50:45,0,0,0
300,"How to bootstrap:
- Spend less than you make
- Monetize early
- Say no to fake urgency
- Stay weird",2025-10-25 17:50:45,0,0,0
301,I see more pitch decks than prototypes. No wonder funding's dry.,2025-10-26 17:50:45,0,0,0
302,"If you're building without AI, you're building for 2015.",2025-10-27 17:50:45,0,0,0
303,"If you're not publishing, you're invisible.",2025-10-28 17:50:45,0,0,0
304,"If your startup can't survive without a huge team, it's not a startup—it's overhead.",2025-10-29 17:50:45,0,0,0
305,"In the AI gold rush, prompt engineers are the new pickaxe dealers.",2025-10-30 17:50:45,0,0,0
306,It used to be about office perks. Now it’s about async calendars and no Slack pings after 5.,2025-10-31 17:50:45,0,0,0
307,"LinkedIn advice is like fast food: cheap, addictive, and mostly useless.",2025-11-01 17:50:45,0,0,0
308,LinkedIn is Instagram for people who pretend they hate Instagram.,2025-11-02 17:50:45,0,0,0
309,LinkedIn used to be boring. Now it’s just performance theater with a resume.,2025-11-03 17:50:45,0,0,0
310,Money follows momentum.,2025-11-04 17:50:45,0,0,0
311,Most remote workers are just semi-employed freelancers with a benefits package.,2025-11-05 17:50:45,0,0,0
312,Open source is becoming the new venture capital.,2025-11-06 17:50:45,0,0,0
313,Open source tools are outperforming billion-dollar software and no one wants to talk about it.,2025-11-07 17:50:45,0,0,0
314,Raising $10M used to impress me. Now I’m more impressed by $10K MRR with no team.,2025-11-08 17:50:45,0,0,0
315,Remote work is the new open floor plan—everyone pretends it’s better for productivity.,2025-11-09 17:50:45,0,0,0
316,"Remote work stack:
1. Asynchronous tools
2. Clear writing
3. Trust
4. Fewer meetings",2025-11-10 17:50:45,0,0,0
317,Some of the most profitable companies today started as side projects no one took seriously.,2025-11-11 17:50:45,0,0,0
318,Startups aren’t risky. Salaries are.,2025-11-12 17:50:45,0,0,0
319,"Startups today look like weekend projects, until they don’t.",2025-11-13 17:50:45,0,0,0
320,Stop worshipping VC money. Raise only when it hurts not to. Not before.,2025-11-14 17:50:45,0,0,0
321,"The 4 horsemen of indie hacking:
- Obsession
- Curiosity
- Shipping
- Patience",2025-11-15 17:50:45,0,0,0
322,The hottest dev shop right now? A solo founder with an API key.,2025-11-16 17:50:45,0,0,0
323,The tools are free. The discipline costs everything.,2025-11-17 17:50:45,0,0,0
324,Used to be 'move fast and break things'. Now it's 'move quietly and own distribution.',2025-11-18 17:50:45,0,0,0
325,Using open source today is like standing on the shoulders of giants—except the giants are your internet friends.,2025-11-19 17:50:45,0,0,0
326,VC funding is often the tax you pay for not being able to sell.,2025-11-20 17:50:45,0,0,0
327,We used to beg for intros. Now a good tweet thread gets you funding.,2025-11-21 17:50:45,0,0,0
328,Work-life balance used to mean leaving early. Now it means not checking Discord in bed.,2025-11-22 17:50:45,0,0,0
329,You can’t outsource taste.,2025-11-23 17:50:45,0,0,0
330,You don’t need a cofounder. You need conviction.,2025-11-24 17:50:45,0,0,0
331,remote work realities won't replace you. But someone using it will.,2025-11-25 17:50:45,0,0,0
